id,name,games_year,birth_date,birth_year,birth_month,birth_quarter,age_at_games,birthplace,sports,events_entered,medal_count,any_medal,any_gold,any_silver,any_bronze,best_position,has_individual_results
138371,Red Gerard,2022,2000-06-29,2000,6,2,21.6,"Westlake, Ohio (USA)",Snowboarding,2,0,False,False,False,False,4.0,True
2302013,River Radamus,2022,1998-02-12,1998,2,1,23.98,"Edwards, Colorado (USA)",Alpine Skiing,2,0,False,False,False,False,4.0,True
149153,Robert Burns,2022,1990-11-11,1990,11,4,31.23,"Mount Shasta, California (USA)",Snowboarding,1,0,False,False,False,False,31.0,True
138267,Rosie Brennan,2022,1988-12-02,1988,12,4,33.17,"Salt Lake City, Utah (USA)",Cross Country Skiing,4,0,False,False,False,False,4.0,True
138251,Ryan Cochran-Siegle,2022,1992-03-27,1992,3,1,29.86,"Burlington, Vermont (USA)",Alpine Skiing,3,1,True,False,True,False,2.0,True
1800042,Ryan Pivirotto,2022,1995-05-14,1995,5,2,26.73,"Ann Arbor, Michigan (USA)",Short Track Speed Skating,3,0,False,False,False,False,13.0,True
149132,Sam Hentges,2022,1999-07-26,1999,7,3,22.53,"New Brighton, Minnesota (USA)",Ice Hockey,0,0,False,False,False,False,,False
149116,Savannah Harmon,2022,1995-10-27,1995,10,4,26.28,"Downers Grove, Illinois (USA)",Ice Hockey,0,0,False,False,False,False,,False
138276,Scott Patterson,2022,1992-01-28,1992,1,1,30.02,"McCall, Idaho (USA)",Cross Country Skiing,3,0,False,False,False,False,8.0,True
128679,Sean Doherty,2022,1995-06-08,1995,6,2,26.66,"North Conway, New Hampshire (USA)",Biathlon,3,0,False,False,False,False,42.0,True
149130,Sean Farrell,2022,2001-11-02,2001,11,4,20.26,"Hopkinton, Massachusetts (USA)",Ice Hockey,0,0,False,False,False,False,,False
149154,Sean FitzSimons,2022,2000-09-22,2000,9,3,21.37,"Hood River, Oregon (USA)",Snowboarding,2,0,False,False,False,False,12.0,True
149148,Sean Hollander,2022,2000-02-11,2000,2,1,21.98,"Lake Placid, New York (USA)",Luge,0,0,False,False,False,False,,False
109860,Shaun White,2022,1986-09-03,1986,9,3,35.42,"San Diego, California (USA)",Snowboarding,1,0,False,False,False,False,4.0,True
149080,Sophia Laukli,2022,2000-06-08,2000,6,2,21.66,"Framingham, Massachusetts (USA)",Cross Country Skiing,1,0,False,False,False,False,15.0,True
149151,Stacy Gaskill,2022,2000-05-21,2000,5,2,21.71,"Denver, Colorado (USA)",Snowboarding,1,0,False,False,False,False,7.0,True
149149,Stephan Schumann,2022,2000-03-14,2000,3,1,21.89,"Salt Lake City, Utah (USA)",Nordic Combined,1,0,False,False,False,False,25.0,True
149133,Steven Kampfer,2022,1988-09-24,1988,9,3,33.36,"Jackson, Michigan (USA)",Ice Hockey,0,0,False,False,False,False,,False
149135,Strauss Mann,2022,1998-08-18,1998,8,3,23.47,"Greenwich, Connecticut (USA)",Ice Hockey,0,0,False,False,False,False,,False
128750,Summer Britcher,2022,1994-03-21,1994,3,1,27.88,"Baltimore, Maryland (USA)",Luge,1,0,False,False,False,False,23.0,True
128677,Susan Dunklee,2022,1986-02-13,1986,2,1,35.98,"Newport, Vermont (USA)",Biathlon,3,0,False,False,False,False,27.0,True
149068,Sylvia Hoffman,2022,1989-06-29,1989,6,2,32.6,"Philadelphia, Pennsylvania (USA)",Bobsleigh,0,0,False,False,False,False,,False
138280,Tabitha Peterson-Lovick,2022,1989-03-06,1989,3,1,32.92,"Burnsville, Minnesota (USA)",Curling,0,0,False,False,False,False,,False
149089,Tara Peterson,2022,1991-05-28,1991,5,2,30.69,"Burnsville, Minnesota (USA)",Curling,0,0,False,False,False,False,,False
119483,Taylor Fletcher,2022,1990-05-11,1990,5,2,31.74,"Steamboat Springs, Colorado (USA)",Nordic Combined,2,0,False,False,False,False,23.0,True
139954,Tessa Maud,2022,2003-10-10,2003,10,4,18.32,"Encinitas, California (USA)",Snowboarding,1,0,False,False,False,False,16.0,True
149113,Timothy LeDuc,2022,1990-05-04,1990,5,2,31.76,"Cedar Rapids, Iowa (USA)",Figure Skating,0,0,False,False,False,False,,False
118481,Tommy Ford,2022,1989-03-20,1989,3,1,32.88,"Hanover, New Hampshire (USA)",Alpine Skiing,1,0,False,False,False,False,12.0,True
128672,Travis Ganong,2022,1988-07-14,1988,7,3,33.56,"Truckee, California (USA)",Alpine Skiing,2,0,False,False,False,False,12.0,True
138396,Tricia Mangan,2022,1997-03-07,1997,3,1,24.91,"Buffalo, New York (USA)",Alpine Skiing,1,0,False,False,False,False,11.0,True
128755,Tucker West,2022,1995-06-15,1995,6,2,26.64,"Ridgefield, Connecticut (USA)",Luge,1,0,False,False,False,False,13.0,True
128772,Ty Gold,2022,1993-11-17,1993,11,4,28.22,"Steamboat Springs, Colorado (USA)",Snowboarding,1,0,False,False,False,False,5.0,True
149106,Tyler Wallasch,2022,1994-06-08,1994,6,2,27.66,"Los Angeles, California (USA)",Freestyle Skiing,1,0,False,False,False,False,28.0,True
149088,Vicky Persinger,2022,1992-06-01,1992,6,2,29.68,"Fairbanks, Alaska (USA)",Curling,0,0,False,False,False,False,,False
138309,Vincent Zhou,2022,2000-10-25,2000,10,4,21.28,"San José, California (USA)",Figure Skating,1,0,False,False,False,False,,True
149098,Winter Vinecki,2022,1998-12-18,1998,12,4,23.13,"Grand Rapids, Michigan (USA)",Freestyle Skiing,1,0,False,False,False,False,15.0,True
138306,Zach Donohue,2022,1991-01-08,1991,1,1,31.07,"Hartford, Connecticut (USA)",Figure Skating,0,0,False,False,False,False,,False
149146,Zachary DiGregorio,2022,2001-11-14,2001,11,4,20.22,"West Medway, Massachusetts (USA)",Luge,0,0,False,False,False,False,,False
149152,Zoe Kalapos,2022,1997-04-17,1997,4,2,24.8,"Detroit, Michigan (USA)",Snowboarding,1,0,False,False,False,False,17.0,True
149062,A. J. Hurt,2026,2000-12-05,2000,12,4,25.17,"Truckee, California (USA)",Alpine Skiing,2,0,False,False,False,False,19.0,True
149118,Abbey Murphy,2026,2002-04-14,2002,4,2,23.82,"Evergreen Park, Illinois (USA)",Ice Hockey,0,0,False,False,False,False,,False
157220,Abby Winterberger,2026,2010-05-01,2010,5,2,15.77,,Freestyle Skiing,1,0,False,False,False,False,15.0,True
157231,Aerin Frankel,2026,1999-05-24,1999,5,2,26.71,"New York, New York (USA)",Ice Hockey,0,0,False,False,False,False,,False
157265,Aidan Oldenburg,2026,2001-06-22,2001,6,2,24.63,"Blue Earth, Minnesota (USA)",Curling,0,0,False,False,False,False,,False
138278,Aileen Geving,2026,1987-02-13,1987,2,1,38.98,"Duluth, Minnesota (USA)",Curling,0,0,False,False,False,False,,False
1805512,Alessandro Barbieri,2026,2008-10-05,2008,10,4,17.34,"Portland, Oregon (USA)",Snowboarding,1,0,False,False,False,False,10.0,True
128729,Alex Carpenter,2026,1994-04-13,1994,4,2,31.82,"Cambridge, Massachusetts (USA)",Ice Hockey,0,0,False,False,False,False,,False
138294,Alex Ferreira,2026,1994-08-14,1994,8,3,31.48,"Aspen, Colorado (USA)",Freestyle Skiing,1,1,True,True,False,False,1.0,True
138295,Alex Hall,2026,1998-09-21,1998,9,3,27.38,"Fairbanks, Alaska (USA)",Freestyle Skiing,2,1,True,False,True,False,2.0,True
149110,Alysa Liu,2026,2005-08-08,2005,8,3,20.5,"Clovis, California (USA)",Figure Skating,1,1,True,True,False,False,1.0,True
157223,Amber Glenn,2026,1999-10-28,1999,10,4,26.28,"Plano, Texas (USA)",Figure Skating,1,0,False,False,False,False,5.0,True
149170,Andrew Heo,2026,2001-03-07,2001,3,1,24.92,"Warrington, Bucks County, Pennsylvania (USA)",Short Track Speed Skating,2,0,False,False,False,False,11.0,True
157281,Andrew Torgashev,2026,2001-05-29,2001,5,2,24.69,"Coral Springs, Florida (USA)",Figure Skating,1,0,False,False,False,False,12.0,True
157248,Anna Gibson,2026,1999-05-07,1999,5,2,26.75,"Jackson, Wyoming (USA)",Ski Mountaineering,1,0,False,False,False,False,9.0,True
140047,Annika Belshaw,2026,2002-06-13,2002,6,2,23.65,"Steamboat Springs, Colorado (USA)",Ski Jumping,2,0,False,False,False,False,21.0,True
157303,Ansel Haugsjaa,2026,2004-09-22,2004,9,3,21.37,"Framingham, Massachusetts (USA)",Luge,0,0,False,False,False,False,,False
157280,Anthony Ponomarenko,2026,2001-01-05,2001,1,1,25.09,"San José, California (USA)",Figure Skating,0,0,False,False,False,False,,False
2302054,Ashley Farquharson,2026,1999-03-16,1999,3,1,26.9,"Sacramento, California (USA)",Luge,1,1,True,False,False,True,3.0,True
157310,Austin Florian,2026,1994-09-12,1994,9,3,31.4,"Southington, Connecticut (USA)",Skeleton,1,0,False,False,False,False,12.0,True
157291,Auston Matthews,2026,1997-09-17,1997,9,3,28.39,"San Ramon, California (USA)",Ice Hockey,0,0,False,False,False,False,,False
157235,Ava McNaughton,2026,2004-10-27,2004,10,4,21.28,"Wexford, Pennsylvania (USA)",Ice Hockey,0,0,False,False,False,False,,False
157218,Avery Krumme,2026,2008-08-23,2008,8,3,17.46,"Vancouver, British Columbia (CAN)",Freestyle Skiing,2,0,False,False,False,False,11.0,True
157205,Azaria Hill,2026,1998-06-15,1998,6,2,27.65,,Bobsleigh,0,0,False,False,False,False,,False
157242,Bea Kim,2026,2007-01-25,2007,1,1,19.03,,Snowboarding,1,0,False,False,False,False,8.0,True
138353,Ben Loomis,2026,1998-06-09,1998,6,2,27.66,"Eau Claire, Wisconsin (USA)",Nordic Combined,2,0,False,False,False,False,17.0,True
149085,Ben Ogden,2026,2000-02-13,2000,2,1,25.98,"Landgrove, Vermont (USA)",Cross Country Skiing,2,1,True,False,True,False,2.0,True
2302023,Ben Richardson,2026,1998-10-09,1998,10,4,27.33,"Miami, Florida (USA)",Curling,0,0,False,False,False,False,,False
2302026,Birk Irving,2026,1999-07-26,1999,7,3,26.54,"Englewood, New Jersey (USA)",Freestyle Skiing,1,0,False,False,False,False,5.0,True
157255,Boone Niederhofer,2026,1993-09-23,1993,9,3,32.37,"Abilene, Texas (USA)",Bobsleigh,0,0,False,False,False,False,,False
157299,Brady Tkachuk,2026,1999-09-16,1999,9,3,26.39,"Scottsdale, Arizona (USA)",Ice Hockey,0,0,False,False,False,False,,False
157316,Brandon Kim,2026,2001-08-30,2001,8,3,24.44,"Fairfax, Virginia (USA)",Short Track Speed Skating,3,0,False,False,False,False,15.0,True
138247,Breezy Johnson,2026,1996-01-19,1996,1,1,30.05,"Jackson Hole, Wyoming (USA)",Alpine Skiing,2,1,True,True,False,False,1.0,True
1806837,Bri Schnorrbusch,2026,2006-01-30,2006,1,1,20.02,"Monroe, New Jersey (USA)",Snowboarding,1,0,False,False,False,False,19.0,True
157228,Britta Curl-Salemme,2026,2000-03-20,2000,3,1,25.88,"Bismarck, North Dakota (USA)",Ice Hockey,0,0,False,False,False,False,,False
128778,Brittany Bowe,2026,1988-02-24,1988,2,1,37.95,"Ocala, Florida (USA)",Speed Skating,2,0,False,False,False,False,4.0,True
149129,Brock Faber,2026,2002-08-22,2002,8,3,23.46,"Maple Grove, Minnesota (USA)",Ice Hockey,0,0,False,False,False,False,,False
157294,Brock Nelson,2026,1991-10-15,1991,10,4,34.31,"Minneapolis, Minnesota (USA)",Ice Hockey,0,0,False,False,False,False,,False
157257,Bryan Sosoo,2026,1996-12-02,1996,12,4,29.18,? (GHA),Bobsleigh,0,0,False,False,False,False,,False
138248,Bryce Bennett,2026,1992-07-14,1992,7,3,33.57,"Truckee, California (USA)",Alpine Skiing,1,0,False,False,False,False,13.0,True
157254,Caleb Furnell,2026,2001-04-20,2001,4,2,24.8,"Kansas City, Missouri (USA)",Bobsleigh,0,0,False,False,False,False,,False
157311,Cam Smith,2026,1995-09-18,1995,9,3,30.39,"Rockford, Illinois (USA)",Ski Mountaineering,1,0,False,False,False,False,11.0,True
138808,Campbell Wright,2026,2002-05-25,2002,5,2,23.7,"Rotorua, Bay of Plenty (NZL)",Biathlon,4,0,False,False,False,False,8.0,True
149117,Caroline Harvey,2026,2002-10-14,2002,10,4,23.32,"Pelham, New Hampshire (USA)",Ice Hockey,0,0,False,False,False,False,,False
157258,Carsten Vissering,2026,1997-05-13,1997,5,2,28.74,,Bobsleigh,0,0,False,False,False,False,,False
149164,Casey Dawson,2026,2000-08-02,2000,8,3,25.51,"Park City, Utah (USA)",Speed Skating,3,0,False,False,False,False,8.0,True
138310,Cayla Barnes,2026,1999-01-07,1999,1,1,27.08,"Eastvale, California (USA)",Ice Hockey,0,0,False,False,False,False,,False
157292,Charlie McAvoy,2026,1997-12-21,1997,12,4,28.13,"Long Beach, New York (USA)",Ice Hockey,0,0,False,False,False,False,,False
157271,Charlie Mickel,2026,2004-07-06,2004,7,3,21.59,,Freestyle Skiing,2,0,False,False,False,False,6.0,True
157305,Chase Blackwell,2026,1999-02-27,1999,2,1,26.94,,Snowboarding,1,0,False,False,False,False,15.0,True
138372,Chase Josey,2026,1995-03-31,1995,3,1,30.86,"Hailey, Idaho (USA)",Snowboarding,1,0,False,False,False,False,11.0,True
157239,Chevonne Forgan,2026,2000-06-30,2000,6,2,25.6,"Adelaide, South Australia (AUS)",Luge,0,0,False,False,False,False,,False
138361,Chloe Kim,2026,2000-04-23,2000,4,2,25.79,"Long Beach, California (USA)",Snowboarding,1,1,True,False,True,False,2.0,True
149100,Chris Lillis,2026,1998-10-04,1998,10,4,27.34,"Rochester, New York (USA)",Freestyle Skiing,1,0,False,False,False,False,8.0,True
157221,Christina Carreira,2026,2000-04-03,2000,4,2,25.85,"Montréal, Québec (CAN)",Figure Skating,0,0,False,False,False,False,,False
157315,Clayton DeClemente,2026,1999-09-16,1999,9,3,26.39,,Short Track Speed Skating,2,0,False,False,False,False,16.0,True
157288,Clayton Keller,2026,1998-07-29,1998,7,3,27.53,"Chesterfield, Missouri (USA)",Ice Hockey,0,0,False,False,False,False,,False
149156,Cody Winters,2026,2000-04-20,2000,4,2,25.8,"Steamboat Springs, Colorado (USA)",Snowboarding,2,0,False,False,False,False,21.0,True
157267,Connor Curran,2026,2004-09-23,2004,9,3,21.37,,Freestyle Skiing,1,0,False,False,False,False,12.0,True
157286,Connor Hellebuyck,2026,1993-05-19,1993,5,2,32.72,"Commerce Township, Michigan (USA)",Ice Hockey,0,0,False,False,False,False,,False
157312,Conor McDermott-Mostowy,2026,1999-01-13,1999,1,1,27.07,"Arlington, Virginia (USA)",Speed Skating,1,0,False,False,False,False,9.0,True
157313,Cooper McLeod,2026,2001-11-07,2001,11,4,24.25,"Mount Vernon, Washington (USA)",Speed Skating,2,0,False,False,False,False,19.0,True
149169,Corie Stoddard,2026,2001-08-15,2001,8,3,24.48,"Seattle, Washington (USA)",Short Track Speed Skating,3,1,True,False,False,True,3.0,True
1800083,Cory Thiesse,2026,1994-12-01,1994,12,4,31.18,"Duluth, Minnesota (USA)",Curling,0,0,False,False,False,False,,False
157309,Dan Barefoot,2026,1990-06-04,1990,6,2,35.68,"Geistown, Pennsylvania (USA)",Skeleton,1,0,False,False,False,False,20.0,True
157264,Danny Casper,2026,2001-06-18,2001,6,2,24.64,"Briarcliff Manor, New York (USA)",Curling,0,0,False,False,False,False,,False
157279,Danny O'Shea,2026,1991-02-13,1991,2,1,34.98,"Pontiac, Michigan (USA)",Figure Skating,0,0,False,False,False,False,,False
149076,Deedra Irwin,2026,1992-05-27,1992,5,2,33.7,"Pulaski, Wisconsin (USA)",Biathlon,3,0,False,False,False,False,34.0,True
157270,Derek Krueger,2026,2003-06-02,2003,6,2,22.68,"Cleveland, Ohio (USA)",Freestyle Skiing,1,0,False,False,False,False,11.0,True
157290,Dylan Larkin,2026,1996-07-30,1996,7,3,29.52,"Waterford, Michigan (USA)",Ice Hockey,0,0,False,False,False,False,,False
149105,Dylan Walczyk,2026,1993-06-25,1993,6,2,32.62,"Rochester, New York (USA)",Freestyle Skiing,2,0,False,False,False,False,7.0,True
118644,Elana Meyers Taylor,2026,1984-10-10,1984,10,4,41.33,"Oceanside, California (USA)",Bobsleigh,1,1,True,True,False,False,1.0,True
157224,Ellie Kam,2026,2004-12-20,2004,12,4,21.13,"Yokota Air Base, Tokyo, Tokyo (JPN)",Figure Skating,0,0,False,False,False,False,,False
128783,Emery Lehman,2026,1996-06-13,1996,6,2,29.65,"Oak Park, Illinois (USA)",Speed Skating,1,0,False,False,False,False,25.0,True
157226,Emilea Zingas,2026,2002-04-22,2002,4,2,23.79,"Grosse Pointe Farms, Michigan (USA)",Figure Skating,0,0,False,False,False,False,,False
157222,Emily Chan,2026,1997-08-11,1997,8,3,28.49,"McKinney, Texas (USA)",Figure Skating,0,0,False,False,False,False,,False
138347,Emily Fischnaller,2026,1993-03-16,1993,3,1,32.9,"Portland, Maine (USA)",Luge,1,0,False,False,False,False,12.0,True
138378,Erin Jackson,2026,1992-09-19,1992,9,3,33.38,"Ocala, Florida (USA)",Speed Skating,2,0,False,False,False,False,5.0,True
149163,Ethan Cepuran,2026,2000-05-13,2000,5,2,25.74,"Glen Ellyn, Illinois (USA)",Speed Skating,1,0,False,False,False,False,20.0,True
149166,Eunice Lee,2026,2004-11-11,2004,11,4,21.24,"San Diego, California (USA)",Short Track Speed Skating,0,0,False,False,False,False,,False
119076,Evan Bates,2026,1989-02-23,1989,2,1,36.95,"Ann Arbor, Michigan (USA)",Figure Skating,0,0,False,False,False,False,,False
119570,Faye Thelen,2026,1992-03-24,1992,3,1,33.87,"Salt Lake City, Utah (USA)",Snowboarding,1,0,False,False,False,False,7.0,True
149071,Frankie Del Duca,2026,1991-07-07,1991,7,3,34.59,"Fort Lauderdale, Florida (USA)",Bobsleigh,0,0,False,False,False,False,,False
149161,Giorgia Birkeland,2026,2002-06-14,2002,6,2,23.65,"Scandiano, Reggio Emilia (ITA)",Speed Skating,0,0,False,False,False,False,,False
157216,Grace Henderson,2026,2001-04-28,2001,4,2,24.78,"Durham, New Hampshire (USA)",Freestyle Skiing,2,0,False,False,False,False,14.0,True
149121,Grace Zumwinkle,2026,1999-04-23,1999,4,2,26.79,"Minneapolis, Minnesota (USA)",Ice Hockey,0,0,False,False,False,False,,False
157249,Greta Myers,2026,2004-05-22,2004,5,2,21.71,"Lino Lakes, Minnesota (USA)",Speed Skating,3,0,False,False,False,False,12.0,True
149087,Gus Schumacher,2026,2000-07-25,2000,7,3,25.54,"Madison, Wisconsin (USA)",Cross Country Skiing,4,0,False,False,False,False,13.0,True
157236,Gwyneth Philips,2026,2000-09-17,2000,9,3,25.39,"Athens, Ohio (USA)",Ice Hockey,0,0,False,False,False,False,,False
157243,Hahna Norman,2026,2004-10-26,2004,10,4,21.28,,Snowboarding,2,0,False,False,False,False,25.0,True
149082,Hailey Swirbul,2026,1998-07-10,1998,7,3,27.58,"El Jebel, Colorado (USA)",Cross Country Skiing,2,0,False,False,False,False,19.0,True
157238,Haley Winn,2026,2003-07-14,2003,7,3,22.57,"Rochester, New York (USA)",Ice Hockey,0,0,False,False,False,False,,False
1806639,Hanna Percy,2026,2007-07-17,2007,7,3,18.56,,Snowboarding,1,0,False,False,False,False,18.0,True
157227,Hannah Bilka,2026,2001-03-24,2001,3,1,24.87,"Coppell, Texas (USA)",Ice Hockey,0,0,False,False,False,False,,False
149120,Hayley Scamurra,2026,1994-12-14,1994,12,4,31.15,"Williamsville, New York (USA)",Ice Hockey,0,0,False,False,False,False,,False
119215,Hilary Knight,2026,1989-07-12,1989,7,3,36.57,"Palo Alto, California (USA)",Ice Hockey,0,0,False,False,False,False,,False
157269,Hunter Hess,2026,1998-10-01,1998,10,4,27.35,"Bend, Oregon (USA)",Freestyle Skiing,1,0,False,False,False,False,10.0,True
157256,Hunter Powell,2026,1996-03-15,1996,3,1,29.9,"Fort Collins, Colorado (USA)",Bobsleigh,0,0,False,False,False,False,,False
2302020,Hunter Wonders,2026,1998-08-07,1998,8,3,27.5,"Anchorage, Alaska (USA)",Cross Country Skiing,2,0,False,False,False,False,31.0,True
157277,Ilia Malinin,2026,2004-12-02,2004,12,4,21.18,"Fairfax, Virginia (USA)",Figure Skating,1,0,False,False,False,False,8.0,True
157245,Iris Pflum,2026,2003-07-13,2003,7,3,22.57,"St. Louis Park, Minnesota (USA)",Snowboarding,1,0,False,False,False,False,30.0,True
157225,Isabeau Levito,2026,2007-03-03,2007,3,1,18.93,"Philadelphia, Pennsylvania (USA)",Figure Skating,1,0,False,False,False,False,12.0,True
149066,Isabella Wright,2026,1997-02-10,1997,2,1,28.99,"American Fork, Utah (USA)",Alpine Skiing,1,0,False,False,False,False,21.0,True
149086,J. C. Schoonmaker,2026,2000-08-12,2000,8,3,25.49,"Truckee, California (USA)",Cross Country Skiing,1,0,False,False,False,False,8.0,True
157293,J.T. Miller,2026,1993-03-14,1993,3,1,32.9,"East Palestine, Ohio (USA)",Ice Hockey,0,0,False,False,False,False,,False
157296,Jaccob Slavin,2026,1994-05-01,1994,5,2,31.77,"Erie, Colorado (USA)",Ice Hockey,0,0,False,False,False,False,,False
2300991,Jack Eichel,2026,1996-10-28,1996,10,4,29.28,"Chelmsford, Massachusetts (USA)",Ice Hockey,0,0,False,False,False,False,,False
157319,Jack Hughes,2026,2001-05-14,2001,5,2,24.73,"Orlando, Florida (USA)",Ice Hockey,0,0,False,False,False,False,,False
128670,Jackie Wiles,2026,1992-07-13,1992,7,3,33.57,"Portland, Oregon (USA)",Alpine Skiing,2,0,False,False,False,False,13.0,True
157289,Jackson LaCombe,2026,2001-01-09,2001,1,1,25.08,"Eden Prairie, Minnesota (USA)",Ice Hockey,0,0,False,False,False,False,,False
157208,Jadin O'Brien,2026,2002-05-08,2002,5,2,23.75,,Bobsleigh,0,0,False,False,False,False,,False
138286,Jaelin Kauf,2026,1996-09-26,1996,9,3,29.36,"Vail, Colorado (USA)",Freestyle Skiing,2,2,True,False,True,False,2.0,True
157306,Jake Canter,2026,2003-07-19,2003,7,3,22.55,,Snowboarding,2,1,True,False,False,True,3.0,True
157284,Jake Guentzel,2026,1994-10-06,1994,10,4,31.34,"Omaha, Nebraska (USA)",Ice Hockey,0,0,False,False,False,False,,False
157295,Jake Oettinger,2026,1998-12-18,1998,12,4,27.14,"Lakeville, Minnesota (USA)",Ice Hockey,0,0,False,False,False,False,,False
138376,Jake Pates,2026,1998-07-30,1998,7,3,27.52,"Boulder, Colorado (USA)",Snowboarding,1,0,False,False,False,False,8.0,True
149142,Jake Sanderson,2026,2002-07-08,2002,7,3,23.58,"Whitefish, Montana (USA)",Ice Hockey,0,0,False,False,False,False,,False
2302065,Jake Vedder,2026,1998-04-16,1998,4,2,27.81,"Pinckney, Michigan (USA)",Snowboarding,1,0,False,False,False,False,11.0,True
157206,Jasmine Jones,2026,1996-07-09,1996,7,3,29.58,"Greensburg, Pennsylvania (USA)",Bobsleigh,0,0,False,False,False,False,,False
1805696,Jason Colby,2026,2006-03-30,2006,3,1,19.86,,Ski Jumping,2,0,False,False,False,False,20.0,True
157297,Jeremy Swayman,2026,1998-11-24,1998,11,4,27.2,"Anchorage, Alaska (USA)",Ice Hockey,0,0,False,False,False,False,,False
157244,Jess Perlmutter,2026,2009-12-02,2009,12,4,16.18,,Snowboarding,2,0,False,False,False,False,6.0,True
128689,Jessie Diggins,2026,1991-08-26,1991,8,3,34.45,"Minneapolis, Minnesota (USA)",Cross Country Skiing,4,1,True,False,False,True,3.0,True
138257,Joanne Reid,2026,1992-06-28,1992,6,2,33.61,"Madison, Wisconsin (USA)",Biathlon,2,0,False,False,False,False,68.0,True
157260,John Steel Hagenbuch,2026,2001-10-01,2001,10,4,24.35,"San Francisco, California (USA)",Cross Country Skiing,1,0,False,False,False,False,14.0,True
149147,Jonathan Gustafson,2026,1997-03-05,1997,3,1,28.93,"Massena, New York (USA)",Luge,1,0,False,False,False,False,11.0,True
140168,Jordan Stolz,2026,2004-05-21,2004,5,2,21.71,"West Bend, Wisconsin (USA)",Speed Skating,4,3,True,True,True,False,1.0,True
149075,Josh Williamson,2026,1996-08-29,1996,8,3,29.44,"Sanford, Florida (USA)",Bobsleigh,0,0,False,False,False,False,,False
1806097,Josie Johnson,2026,2006-10-03,2006,10,4,19.35,"Park City, Utah (USA)",Ski Jumping,2,0,False,False,False,False,27.0,True
157229,Joy Dunne,2026,2005-06-13,2005,6,2,20.65,"St. Louis, Missouri (USA)",Ice Hockey,0,0,False,False,False,False,,False
149079,Julia Kern,2026,1997-09-12,1997,9,3,28.4,"Berkeley, California (USA)",Cross Country Skiing,2,0,False,False,False,False,6.0,True
149167,Julie Letai,2026,2000-06-23,2000,6,2,25.62,"Medfield, Massachusetts (USA)",Short Track Speed Skating,2,0,False,False,False,False,16.0,True
149093,Kaila Kuhn,2026,2003-04-08,2003,4,2,22.83,"Boyne City, Michigan (USA)",Freestyle Skiing,1,0,False,False,False,False,5.0,True
118672,Kaillie Humphries,2026,1985-09-04,1985,9,3,40.42,"Calgary, Alberta (CAN)",Bobsleigh,1,1,True,False,False,True,3.0,True
157250,Kamryn Lute,2026,2004-08-28,2004,8,3,21.44,"New York, New York (USA)",Short Track Speed Skating,1,0,False,False,False,False,23.0,True
1805937,Kate Gray,2026,2006-06-29,2006,6,2,19.61,"Mammoth Lakes, California (USA)",Freestyle Skiing,1,0,False,False,False,False,10.0,True
149069,Kaysha Love,2026,1997-09-24,1997,9,3,28.37,"West Jordan, Utah (USA)",Bobsleigh,1,0,False,False,False,False,7.0,True
2302012,Keely Cashman,2026,1999-04-04,1999,4,2,26.84,"Sonora, California (USA)",Alpine Skiing,1,0,False,False,False,False,15.0,True
149159,Kelly Curtis,2026,1989-01-25,1989,1,1,37.03,"Princeton, New Jersey (USA)",Skeleton,1,0,False,False,False,False,12.0,True
138317,Kelly Pannek,2026,1995-12-29,1995,12,4,30.11,"Minneapolis, Minnesota (USA)",Ice Hockey,0,0,False,False,False,False,,False
128730,Kendall Coyne Schofield,2026,1992-05-25,1992,5,2,33.7,"Oak Lawn, Illinois (USA)",Ice Hockey,0,0,False,False,False,False,,False
138909,Kendall Kramer,2026,2002-06-26,2002,6,2,23.62,"Fairbanks, Alaska (USA)",Cross Country Skiing,2,0,False,False,False,False,26.0,True
138357,Kevin Bickner,2026,1996-09-23,1996,9,3,29.37,"Lake Forest, Illinois (USA)",Ski Jumping,2,0,False,False,False,False,20.0,True
157237,Kirsten Simms,2026,2004-08-31,2004,8,3,21.43,"Plymouth, Michigan (USA)",Ice Hockey,0,0,False,False,False,False,,False
157273,Konnor Ralph,2026,2003-01-27,2003,1,1,23.03,"Helena, Montana (USA)",Freestyle Skiing,2,0,False,False,False,False,5.0,True
2300977,Korey Dropkin,2026,1995-06-11,1995,6,2,30.66,"Boston, Massachusetts (USA)",Curling,0,0,False,False,False,False,,False
149072,Kris Horn,2026,1994-04-25,1994,4,2,31.79,"Weymouth, Massachusetts (USA)",Bobsleigh,0,0,False,False,False,False,,False
149168,Kristen Santos-Griswold,2026,1994-11-02,1994,11,4,31.26,"Fairfield, Connecticut (USA)",Short Track Speed Skating,3,0,False,False,False,False,9.0,True
157283,Kyle Connor,2026,1996-12-09,1996,12,4,29.16,"Clinton, Michigan (USA)",Ice Hockey,0,0,False,False,False,False,,False
157252,Kyle Negomir,2026,1998-10-03,1998,10,4,27.35,,Alpine Skiing,3,0,False,False,False,False,10.0,True
157214,Kyra Dossa,2026,2004-01-24,2004,1,1,22.04,,Freestyle Skiing,1,0,False,False,False,False,14.0,True
157230,Laila Edwards,2026,2004-01-25,2004,1,1,22.03,"Cleveland Heights, Ohio (USA)",Ice Hockey,0,0,False,False,False,False,,False
157274,Landon Wendler,2026,2000-10-12,2000,10,4,25.32,"Steamboat Springs, Colorado (USA)",Freestyle Skiing,2,0,False,False,False,False,17.0,True
